content,hotel,stars,title
"Agradecerle antetodo su opinión y muchas gracias por disfrutar de una bonita tarde y de unas vistas impresionantes viendo el atardecer desde nuestra Terraza Mirador, en un lugar único e inigualable por su tranquilidad y su paz.",Hotel Arabeluj,"3,5 de 5 burbujas",Fuimos a merendar y picar algo
"Fue una experiencia magnífica conocer Granada y estar alojados en un hotel tan acogedor, lamentamos no permanecer más días pero teníamos un itinerario que cumplir. Nos llevamos un excelente recuerdo del lugar, del personal y de la atención recibida.",Hotel Arabeluj,"3,5 de 5 burbujas",Una jornada para disfrutar
Siento que le haya parecido ruidoso. Casi todo el mundo piensa que es muy tranquilo y así lo procuramos.,HOTEL CASA MORISCA,"4,5 de 5 burbujas",Muy ruidoso
"Muchas gracias por su valoración, para nuestro equipo es una gran satisfacción que nuestros clientes se marchen contentos, y que se alojen en un sitio para nosotros tan especial por nuestra espectacular Terraza Mirador.",Hotel Arabeluj,"3,5 de 5 burbujas",Unos días maravillosos
"Estimado cliente, muchas gracias por valorar el Hotel Alixares. Comentarios como el suyo nos animan a seguir cada día mejorando. Nos encantaría volver a verle en su próxima visita a Granada, aprovecho la oportunidad para invitarle a seguirnos en las redes sociales.  Esperamos contar con su presencia en los hoteles de nuestra Cadena Porcel ( Alixares **** , Corona **** , Navas *** en Granada , Ganivet en Madrid y el complejo Hoteles Avant en Torrejón de Ardoz - Aeropuerto ) . Reciba un saludo , Rosa Baena, Adjunta Direccion",Hotel Alixares,4 de 5 burbujas,MUY BUEN TRATO
"Estimado cliente, muchísimas gracias por su valoración. Comentarios como el suyo nos animan a seguir cada día mejorando. Nos encantaría volver a verle en su próxima visita a Granada, aprovecho la oportunidad para invitarle a seguirnos en las redes sociales. Nos alegra saber que hemos cumplido con sus expectativas y esperamos contar con su presencia en los hoteles de nuestra Cadena Porcel ( Alixares **** , Corona **** , Navas *** en Granada , Ganivet en Madrid y el complejo Hoteles Avant en Torrejón de Ardoz - Aeropuerto ) . Reciba un saludo , Rosa Baena, Adjunta Direccion",Hotel Alixares,4 de 5 burbujas,Excelente localización y servicio estupendo
"Estimada Teresa, muchísimas gracias por su valoración. Comentarios como el suyo nos animan a seguir cada día mejorando.",Hotel Alixares,4 de 5 burbujas,Buen hotel
"Estimado cliente, muchas gracias por su valoración.",Hotel Alixares,4 de 5 burbujas,Mi visita a granada
"Estimado cliente, muchísimas gracias por su valoración. Comentarios como el suyo nos animan a seguir cada día mejorando. Nos encantaría volver a verle en su próxima visita a Granada, aprovecho la oportunidad para invitarle a seguirnos en las redes sociales. Nos alegra saber que hemos cumplido con sus expectativas y esperamos contar con su presencia en los hoteles de nuestra Cadena Porcel ( Alixares **** , Corona **** , Navas *** en Granada , Ganivet en Madrid y el complejo Hoteles Avant en Torrejón de Ardoz - Aeropuerto ) . Reciba un saludo , Rosa Baena, Adjunta Direccion",Hotel Alixares,4 de 5 burbujas,Hotel agradable
"Muchas gracias por su valoración, esperamos que volver a verle en otra ocasión.",Hotel Arabeluj,"3,5 de 5 burbujas",fantastico hotel
"Estimado cliente, muchas gracias por dejarnos su opinión sobre su estancia en el Hotel Alixares.",Hotel Alixares,4 de 5 burbujas,Perfecto para visitar La Alhambra pero...
"Hotel muy cómodo, con unas vistas increíbles de Granada, con una terraza impresionante.",Hotel Arabeluj,"3,5 de 5 burbujas",Muy buena experiencia
Muchas gracias por su estancia en nuestro coqueto hotel con encanto y espectaculares vistas a Granada ciudad.,Hotel Arabeluj,"3,5 de 5 burbujas",Dos noches espectaculares  en semana santa.
"Dos noches, familia con dos niñas para visitar La Alhambra y conocer un poco Granada.",Hotel Arabeluj,"3,5 de 5 burbujas",Bueno para tener una estrella
Estubimos el fin de semana en granada nos hospedamos en hotel  los girasoles 2.son apartamentos para grupos y familias estan bien de limpieza bien ubicados y precio bastante economico.tienen aire acondicionado y una pequeña cocina.todo bien.,Hotel Los Girasoles II,4 de 5 burbujas,Centrico!
"Estuvimos a finales de septiembre una noche hospedados en Hotel Los Girasoles II son unos apartamentos que están bien ubicados, en cuanto al tema de la limpieza estaba bien aunque me pareció un poco caro para el tipo de apartamento que era, nosotros solemos ir bastante a Granada y por menos dineros hemos estado en mejores aunque esto es lo que tiene reservar el ultimo día.",Hotel Los Girasoles II,4 de 5 burbujas,Lo mejor el baño
"La ubicacion esta en un barrio solitario y por fuera no parece gran cosa pero por dentro el hotel esta perfecto, la decoracion muy bonita y tiene una terraza bar con unas vistas muy bonitas. Todo muy limpio y las camas comodisimas. Las vistas de nuestra habitacion eran las mismas que desde el bar-mirador del hotel. La unica pega es que se oye todo de las otras habitaciones y eso que solo teniamos a unos vecinos, pero en mitad de la noche me despertaron, oi su conversacion perfectamente. Les oi hasta ir al baño.",Hotel Arabeluj,"3,5 de 5 burbujas",Ubicación no tan buena
El mirador no es para tanto como parece.,Hotel Arabeluj,"3,5 de 5 burbujas",OTRA MIRADA DE GRANADA
"Hotel un poco apartado del centro, si bien el paseo hasta el mismo es muy agradable, bordeando el Genil. Ofrece todo lo necesario (pequeño gimnasio, terraza con piscina en la azotea, wifi, tv...). Las habitaciones son amplias y está bien equipadas y la limpieza es correcta. Como única pega las almohadas, aunque imagino que, de haber planteado el problema lo habrían resuelto. Disponen de restaurante con menú para comer a un precio razonable. El trato dispensado por el personal del hotel excelente.",Hotel Andalucía Center,"3,5 de 5 burbujas",No me gustó
"La habitación nos gustó mucho, además mi pareja era fumadora y nos dieron una habitación para fumadores.",Hotel Andalucía Center,"3,5 de 5 burbujas",Correcto
"Fin de semana en este Hotel, por segunda vez.",Hotel Andalucía Center,"3,5 de 5 burbujas",Bueno
"Si bien el hotel es grande y en una buena zona, tuvimos muchos inconvenientes.",Hotel Andalucía Center,"3,5 de 5 burbujas",Muy bueno
"Estimado Eduardo, muchas gracias por su tiempo, nos alegramos que hayan disfrutado de su estancia con nosotros. La distancia con la Alhambra es de tan sólo 200 metros y al centro de la ciudad 800 metros. El Hotel está muy bien conectado con el centro de la ciudad, bien con buses o bien taxis. ",Hotel Alixares,4 de 5 burbujas,Lindo hotel frente a la Alambra
"Estimada Paola, gracias por la buenísima nota que nos ha puesto, nuestro personal da la mejor atención posible y siempre intentamos ayudar a nuestros clientes en todo lo necesario. Nuestro desayuno es bastante amplio y variado, ofrece todos los días 3 variedades de fruta fresca y varias frutas más en almibar. Nuestra ubicación es ideal para poder visitar Granada y la Alhambra, estamos a tan sólo 200 metros de la entrada del famoso monumento. Todas nuestras habitaciones son amplias, luminosas y funcionales. Con respecto al wifi, se están introduciendo nuevos puntos para dar la máxima cobertura posible. El Hotel dispone de garaje propio, cuando este se completa, se derivan los coches al parking de la Alhambra.",Hotel Alixares,4 de 5 burbujas,Nice hotel 
"Estimado Gustavo, muchísimas gracias por su visita y por la descripción que hace de nuestro Hotel, un verdadero placer el alojar a gente como ustedes, ven el lado positivo de todas las cosas y da gusto atenderles siempre.",Hotel Alixares,4 de 5 burbujas,El mejor hotel para visitar Granada y la Alhambra
"Estimado Ventanuco, muchas gracias por su tiempo en la valoración, el Hotel dispone de garaje propio al precio de 18,55€, informarle que estamos renovando todas nuestras habitaciones, baños, pasillos, etc. Además estamos mejorando la accesibilidad del Hotel. Nuestro personal es muy amable y siempre está dispuesto a ayudar a nuestros clientes. ",Hotel Alixares,4 de 5 burbujas,Buena localización para la Alhambra
"Es la segunda vez que me quedo en este hotel. Siempre de 10. El trato es inmejorable desde el recepcionista que te explica cómo llegar a todas partes con pelos y señales y prioriza la atención a los clientes sobre absolutamente todo, hasta la señora de la limpieza que (al menos la que nosotros conocimos) es un AMOR. El desayuno perfecto. Pedimos un desayuno Alhambra, no tienen problemas en darte más cantidad de mantequilla, tomate... lo que quieras. La habitación espectacular. Nos alojamos en la suite Junior y salimos deseando que fuera nuestra vivienda. De limpieza impecable todo. Un 10. Parece un poco retirado del centro pero nada que ver. En 10 minutos paseando por los jardines exteriores de la Alhambra llegas a plaza nueva. ",Hotel Arabeluj,"3,5 de 5 burbujas",Excelente 
"Ubicación perfecta, un paseo tanto a la alhambra como al centro. Aparcamiento en la misma puerta. Limpio, tranquilo y confortable. Muy buen trato del personal. Barato relación calidad precio. Vistas fantásticas.  ",Hotel Arabeluj,"3,5 de 5 burbujas",Excelente relación calidad-precio
Buenas tardes:,Hotel Arabeluj,"3,5 de 5 burbujas",Arabeluj en marzo
"Muchas gracias, por su valoración y estancia en nuestro coqueto hotel. Exactamente tenemos habitaciones espectaculares con terraza privada y habitaciones sin terraza pero con unas vistas magnificas.",Hotel Arabeluj,"3,5 de 5 burbujas",Sencillo pero buen hotel
"Fui en una escapada con mi pareja y estamos deseando volver. Aparcamiento en la puerta, hotel con encanto tanto la decoración como el personal, habitaciones algo pequeñas pero  las vistas desayunando merecieron la pena.",Hotel Arabeluj,"3,5 de 5 burbujas",Bien en relación calidad/precio. Muy satisfecho
"Estimado Isi, muchas gracias por hacernos saber que han disfrutado de su estancia con nosotros, nuestro Hotel se encuentra magnificamente ubicado al lado de la Alhambra y cerca del centro de la ciudad. ",Hotel Alixares,4 de 5 burbujas,Muy bueno
"Hola,",Casa de la Catedral,4 de 5 burbujas,Hubicacion perfecta
"Hola,",Casa de la Catedral,4 de 5 burbujas,"Literalmente, casa de la catedral"
Muchas gracias por dedicar tu tiempo en dejarnos una opinión.,Casa de la Catedral,4 de 5 burbujas,Excelente ubicación
Mil gracias por dejarnos tu sincera opinión.,Casa de la Catedral,4 de 5 burbujas,Volvería seguro
"Nos alojamos en este hotel durante nuestra visita a Granada y creedme que será una de las cosas que recordaremos con más agrado. Ni siquiera La Alhambra será tan memorable. El hotel es estupendo, una gozada. Empezando por el personal, siempre atento y sonriente. La situación en pleno Albaicín, las vistas. Las propias habitaciones cómodas, silenciosas y confortables. El edificio tan singular. Y además con parking en la misma puerta. Volveremos sin duda y se lo recomendaremos a más gente.",HOTEL CASA MORISCA,"4,5 de 5 burbujas",Representa perfectamente Granada
Muchas gracias por dejarnos tu opinión.,Casa de la Catedral,4 de 5 burbujas,Ubicación inmejorable 
"Este lugar es un encanto! El edificio es guapísimo. Su origen es obvio. Fuimos de invierno y nuestra habitación era calentita y muy cómoda. El baño era limpio y con todo lo que se puede necesitar. Los miembros de la recepción son amables y te ayudan con cualquier cosa que te ocurría pedir. El hotel se situa muy cerca de la Alhambra. La foto de ella que pongo es la vista que se tiene al salir del hotel. Con todo eso, no entiendo que el edificio tenga sólo tres estrellas.",HOTEL CASA MORISCA,"4,5 de 5 burbujas",Finde maravilloso
"Hotel con mucho encantoño Muy bien ubicado. Habitaciones muy acogedoras y camas muy confortables.  La lencería de cama superficie suave cita y muy limpio.Única pega, el desayuno muy caro con la gran oferta que hay en los alrededores.",HOTEL CASA MORISCA,"4,5 de 5 burbujas",Hotel de cuatro estrellas
Nos encanto!! Recomendable 100% un hotel con encanto y muy buen servicio y atentos.Y las vistas de la suite no se puede describir mejor imposible.Un hotel para ir en pareja.Me enamoro cada rincón del hotel.,Hotel Arabeluj,"3,5 de 5 burbujas",escapada a Granada
Agradecerle antetodo su estancia en nuestro  Hotel con encanto junto a la Alhambra y espectaculares vistas a Granada ciudad.,Hotel Arabeluj,"3,5 de 5 burbujas",Pasamos mucho frío y sin calefacción
Este hotel ha sido una grata sorpresa para mí. Representa en su conjunto a la perfección aquellas cosas que llaman la atención de esta ciudad. El servicio ha sido muy bueno y la habitación (al menos la mía) muy correcta y limpia en todo momento.,HOTEL CASA MORISCA,"4,5 de 5 burbujas",ME ENCANTO
"Muchas gracias por su valoración, nuestro esfuerzo cada día es hacer feliz a nuestros clientes y que se sientan lo mejor posible.",Hotel Arabeluj,"3,5 de 5 burbujas",Espectacular!!! 
"Encontramos el hotel de casualidad porque nos perdimos de camino a la Alhambra y fue una grata sorpresa. Viendo la fachada parece una pequeña casita, pero cuando entras y ves la terraza te das cuenta de que tiene mucho más que ofrecer. La calidad del alojamiento es inmejorable para el precio que tiene. Teníamos una habitación tipo suite con terraza y solarium con unas vistas impresionantes sobre la ciudad. El personal fue muy amable y dispuesto a ayudar en todo lo posible. Se puede aparcar en la puerta. El único pero que puedo poner es que la mampara de la ducha no cerraba muy bien, el resto de 10.",Hotel Arabeluj,"3,5 de 5 burbujas",Estancia perfecta!
"Muchas gracias por su valoración , esperamos volver a verle pronto en nuestro hotelito con encanto.",Hotel Arabeluj,"3,5 de 5 burbujas",Perfecto.
Visitamos Granada con los peques y hubo un mal entendido con la reserva hecha y las camas supletorias de los peques. El problema se resolvió con mucha profesionalidad por parte del Recepcionista que muy amablemente nos atendió.,Villa Oniria,"3,5 de 5 burbujas",Magnífica ubicación 
Mil gracias por el comentario!,Casa de la Catedral,4 de 5 burbujas,Encantada
Muchas gracias por le comentario!,Casa de la Catedral,4 de 5 burbujas,Excelente alojamiento y atención 
"Hotel confortable y bien situado a 10 minutos de la Alhambra y a 20 del centro (pero ojo, es cuesta arriba así que igual preferís coger el bus si es de día!)",Hotel Arabeluj,"3,5 de 5 burbujas",HOTEL BONITO CON  FACIL ACCESO
Muchísimas gracias por la reseña.,Casa de la Catedral,4 de 5 burbujas,Confort y buen gusto en el centro de Granada
Muchas gracias!,Casa de la Catedral,4 de 5 burbujas,Ubicación inmejorable
"Hotel con excelentes habitaciones, cama super grande y bastante cómoda. El personal correcto y agradable.",Hotel Andalucía Center,"3,5 de 5 burbujas",Estupendo
"ubicación ideal para la estructura del hotel; balcón-terraza amplio y elegante. La habitación muy confortable y amplia, lo mismo que el baño. El personal muy amable y con muy buena predisposición para ayudar al pasajero no solo sobre el hotel, sino sobre la ciudad y su entorno.",Hotel Arabeluj,"3,5 de 5 burbujas",Un hotel con encanto
"Estuvimos este fin de semana. Una de las cosas que más me gustó fue su fácil acceso desde la autovía, en 5 minutos poco más o poco menos estás en la puerta del hotel y con el coche, si se tiene un poquito de suerte, aparcado en la puerta. Nosotros la tuvimos.",Hotel Arabeluj,"3,5 de 5 burbujas",Un alojamiento para apreciar desde el mirador una hermosa ciudad
Muchas gracias por visitarnos y dejarnos una tan grata opinión. ,Casa de la Catedral,4 de 5 burbujas,"Cuidados detalles, confort excelente y perfecta ubicación a buen precio"
"La situación del hotel es inmejorable. Nos tocó una habitación abuhardillada que era una monada. Todo súper limpio. El personal muy amable. En la planta baja hay una zona con sofás donde puedes una copa tranquilamente. Sin duda, repetiría.",Villa Oniria,"3,5 de 5 burbujas","Muy bueno pero por lo que pagamos faltan ""detalles"""
"Maravillosos profesionales, la Srt. Lorena un encanto, atención y simpatía , el hotel muy bien, excelente al habitación, cuartos de baño impecables y muy bonito, quizá como pega que tiene moqueta y no me gusta mucho, muy céntrico, se que tiene spa pero no llegamos a probarlo por falta de tiempo, recomendable",Villa Oniria,"3,5 de 5 burbujas",Un hotel con mucho encanto en el centro de Granada
Buenas tardes:,Hotel Arabeluj,"3,5 de 5 burbujas",PEOR IMPOSIBLE
"El fin de semana de mi 5 aniversario de boda, estuve alojada unas horas en este hotel, porque definitivamente por la tarde me tuve que volver a dormir a mi casa. Al llegar, la recepcionista muy amable y educada, nos indicó con un mapa donde ir, sitios donde comer, transporte, etc. Al llegar a la habitación, comprobé que era tan pequeña que no cabíamos mi marido y yo por el pasillo. Nos cambiaron de habitación, pero con peor suerte, porque en el wc había pelos por el suelo, la colcha de la cama tenía restos de suciedad, la lámpara estaba rota,...Lo pusimos en conocimiento de la recepcionista, e hicieron limpieza. Al volver a la habitación comprobamos que la calefacción era por radiadores. Amén de los ruidos de la mini terraza, porque todas las habitaciones están en las plantas menos uno, menos dos, menos tres.Bajo mi humilde opinión, veo que es un hotel caro (72 euros/noche) para lo que ofrecen. Ya que lo único que hay árabe es el nombre del hotel, y es tan pequeño y tiene tantas cosas por el medio, que casi no se puede andar por los estrechos pasillos. No se corresponden las fotos de la página web con la realidad. Como no me desvolvieron el dinero, preferí perder 72 euros, a dormir en ese sitio. Así que me volví a mi casa con la pena de no haber podido disfrutar de mi 5º aniversario como me merecía. Al menos sigo con mi marido, pese a lo disgustada que salí de este hotel.",Hotel Arabeluj,"3,5 de 5 burbujas",Vistas impresionantes
"Todo bien, buena ubicación, buenas instalaciones, magnífica atención, habitación acogedora, insonorización muy buena y sobre todo magníficas almohadas, algo difícil de encontrar hoy día en la mayoría de los hoteles. ",Villa Oniria,"3,5 de 5 burbujas",Excelente trato
"Hola,",Casa de la Catedral,4 de 5 burbujas,Mejor imposible
"Acabamos de pasar unos días en Semana Santa. La ubicación es muy buena, el hotel con encanto, los recepcionistas simpáticos y serviciales. ",Villa Oniria,"3,5 de 5 burbujas",Excelente hotel con encanto
"Es un hotel con unas vistas espectaculares. Merece la pena disfrutar de un atardecer en su espléndida terraza o en cualquiera de sus habitaciones con vistas. Estuvimos en una suite, la 302, que es magnífica. Tiene dos terrazas. Una de las terrazas tiene dos hamacas y ducha por si te quieres refrescar y tomar el sol. Todo está muy limpio. Vale la pena probar el jamón ibérico y el queso manchego. Esta muy bien situado, ya que es fácil llegar cuando sales de la circunvalación de Granada, y está muy cerca del centro de Granada. El personal es muy amable. No os lo perdáis !!! ",Hotel Arabeluj,"3,5 de 5 burbujas",Cómodo y bien situado
Muchas gracias por la estancia y por la recomendación. Ha sido todo un placer teneros por aquí. ,Casa de la Catedral,4 de 5 burbujas,Excelente. Altamente recomendable
Muchas gracias!,Casa de la Catedral,4 de 5 burbujas,Encantados 
Muchas gracias por la visita y tan grata recomendación.,Casa de la Catedral,4 de 5 burbujas,Delicioso
"El hotel está en la parte alta de Granada, a la que llegar andando es difícil. Por contra, cuenta con unas vistas espectaculares. ",Hotel Arabeluj,"3,5 de 5 burbujas",Increíble vista
"Elegimos este hotel porque teníamos una caja regalo de Rusticae que lo incluía. Llegamos de noche y diluviando y el personal del hotel se encargó de llevar el coche al parking. La habitación amplia, abuhardillada, muy limpia. Estuvimos alojados 3 noches y pudimos recorrer andando toda la zona por lo céntrico del hotel. Cerca de todo lo que queríamos visitar. El desayuno bastante completo. Sólo echamos en falta platos calientes. El personal muy amable y servicial. Volveremos",Villa Oniria,"3,5 de 5 burbujas",Experiencia  5 estrellas
"Escogimos la suite con terraza y no defrauda, por el precio, vistas y ubicación. La atención ha sido muy buena en todo momento y los precios por el servicio de habitaciones más que aceptables.  ",Hotel Arabeluj,"3,5 de 5 burbujas",Espectaculares vistas !!! 
Buenas tardes:,Hotel Arabeluj,"3,5 de 5 burbujas",Penoso
Hemos estado día días hospedados en este hotel y quisiera advertir de sis incidencias.,Hotel Arabeluj,"3,5 de 5 burbujas",Excelente hotel
Pasé un fin de semana idílico gracias al personal y las instalaciones de este hotel. Me lo recomendaron desde Jaén y fue un total acierto.,Villa Oniria,"3,5 de 5 burbujas",Perfecto y céntrico. Se puede ir con niños.
"Hotel acogedor con personal muy servicial. Dejas el coche en la puerta y ellos te lo aparcan en l parking ( 20€/día). Fui con mi hija de 19 meses y nos pusieron cuna de viaje con colchón y nos facilitaron una habitación con bañera para mayor comodidad a la hora de bañarla. La habitación daba al patio interior, estaba nada más salir del ascensor. Tenía cafetera, mini bar, secador de pelo, accesorios de aseo y perchas. El suelo es de moqueta excepto en el baño. Calefacción, tv, escritorio, silla...de todo lo que puedas necesitar. El estar del hall tiene chimenea y asientos cómodos donde poder tomarte una copa. Es bonito, con una fuente en el centro. El desayuno bufete correcto, eso sí, como el comedor es pequeño hay que bajar pronto para coger sitio. En cuanto a la ubicación es perfecta, puedes ir andando a la calle Navas, Corte Inglés y zona de compras.",Villa Oniria,"3,5 de 5 burbujas",San Valentín inolvidable 
"Hola,",Casa de la Catedral,4 de 5 burbujas,Inmejorable situacion
Muchas Gracias por tu comentario y por elegirnos para pasar tus vacaciones. ,Casa de la Catedral,4 de 5 burbujas,Magnifico lugar
"Hola, ",Casa de la Catedral,4 de 5 burbujas,Ubicacion unica
"Hola,",Casa de la Catedral,4 de 5 burbujas,"Excelente ubicación, amabilidad y completo."
"Increíble el trato recibido por todo el personal del hotel Villa Oniria. Reservamos una habitación doble simple y por ser la noche de san Valentín nos obsequiaron con una suite que ni en nuestros mejores sueños hubiesemos imaginado. Ubicación perfecta, calle céntrica pero muy tranquila, que más se puede pedir. La pena fue no haber podido prolongar unos días más nuestra estancia. Siempre lo recomendamos. ",Villa Oniria,"3,5 de 5 burbujas",Confortable !! 
"Sitio de café  relax ! Jardines , chimenea , fuentes , muy buen sitio céntrico en el que tomar un café o una copa o ambas discretos y tranquilos !! Recomendable  al 100%, hotel referencia en el centro de granada. Jardines muy bonitos y decoración cuidada ",Villa Oniria,"3,5 de 5 burbujas","ATENCIÓN PERSONALIZADA, MUCHA PROFESIONALIDAD ."
"Hola,",Casa de la Catedral,4 de 5 burbujas,"Muy buen hotel, excelente ropa de cama y muy buena atención"
"Hotel muy bien comunicado,puedes ir andando a la Alhambra,la catedral,plaza nueva......y parada de autobús en la puerta.Los trabajadores del hotel muy atentos en todo momento.Habitacion espectacular y muy limpia......para repetir sin dudarlo",Hotel Arabeluj,"3,5 de 5 burbujas",Fin de semana
Estancia muy agradable. Hotel bien situado y con unas bonitas vistas. Solo faltó un periódico en el desayuno para ser perfecto.,Hotel Arabeluj,"3,5 de 5 burbujas",Excelente
"Fantástico hotel. Cuado se ve desde fuera no parece lo que es por dentro. Habitaciones limpias y servicio fantástico. Sin duda lo mejor su terraza-mirador. Muy aconsejable reservar con desayuno, aunque el bar es pequeñito, ofrecen tostadas, croissants, cereales, fruta, bollería, zumos... Si vas en coche lo tienes un poco complicado para aparcar, pero si das vueltas puedes conseguir algo. En mi caso, fuimos en bus y para bajar al centro puedes ir andando, aunque tienes una parada justo en la puerta, por si no te apetece andar mucho (Bueno, y que tienes que subir algunas cuestas a la vuelta)",Hotel Arabeluj,"3,5 de 5 burbujas",Buena relación calidad-precio!!
Esperaba mucho más de este hotel sin duda.,Villa Oniria,"3,5 de 5 burbujas","Céntrico, pequeño, pero acogedor"
Buena ubicación pero no nos convenció.,Villa Oniria,"3,5 de 5 burbujas",Céntrico y bonito
Estuvimos hospedados durante dos noches. Excelente situación en la ciudad. La mejor opción es dejar el coche en el parking del hotel y moverse a pie.,Villa Oniria,"3,5 de 5 burbujas",Excelente ubicación
"Hotel muy céntrico, junto a Puerta Real, Plaza del Carmen y Plaza Nueva, estéticamente esta muy bien conseguido. Con un patio interior que se convierte en terraza de verano. Lo mejor la habitación, muy bonita, espaciosa con una fantástica ducha y amplia cama.",Villa Oniria,"3,5 de 5 burbujas",Incumplió mis expectativas
"Hotel céntrico con parking ,con restaurante, con zona de lectura ,con spa, con gimnasio ,con terraza, vamos que para mi gusto lo tiene todo.",Villa Oniria,"3,5 de 5 burbujas",Buena ubicación pero no nos convenció
Muchas gracias por esta valoración tan buena. Estamos muy contentos de que os haya gustado ECO Hostel y la experiencia :) Tomamos nota del sensor del baño y de la papelera extra para la habitación. Un abrazo fuerte y esperamos veros en el futuro ,ECO Hostel,4 de 5 burbujas,"Una estancia fantástica, lo recomiendo y repetiremos "
"Sentimos enormemente su descontento, e indicarle que tanto el hotel como nuestros empleados ponen todo el esmero y cariño para que el viajero se sienta lo más cómodo posible, y gracias a eso hemos alcanzado un estupendo ranking en limpieza, vistas y ubicación.",Hotel Arabeluj,"3,5 de 5 burbujas",SIN PALABRAS!!
"Lo recomiendo. Estuvimos alojadas un sábado noche, previamente contactamos con ellos y nos facilitaron información de un parking a 5’ por 12€/día, el check-in y check-out ajustado a nuestras necesidades. Es perfecto para ver y disfrutar Granada, en el centro sin preocúpate de nada. Estuvimos en habitación compartida y muy a gusto, limpio, cómodo el colchón y almohadas (esta la ropa de la cama incluida), con luz y cargador individual en cada litera, las toallas por 2€, secador de pelo gratis, la única pega el ruido de ventilación del baño y ducha en la habitación compartida, el encendido de las luces por sensor de movimiento y una papelera en la habitación a parte de la del baño. Lo mejor el desayuno del domingo, un lujo, mucha variedad, alternativos y riquísimo, con productos de calidad. Además ofrecen actividades como las experiencias de paella que no pudimos probar, así que volveremos. Resaltar la calidad humana y atención de los trabajadores, nos sentimos como en casa.",ECO Hostel,4 de 5 burbujas,Muy bueno
Pasamos una noche en el hotel y porque no nos quedó más remedio!!,Hotel Arabeluj,"3,5 de 5 burbujas",Rincón con mucho encanto 
"Un hotel muy acogedor con vista espectacular sobre Granada, bien ubicado y a 10 minutos de la catedral. El desayuno completo y de calidad, la habitacion grande y con vista. En fin, una optima experiencia..",Hotel Arabeluj,"3,5 de 5 burbujas","tranquilidad, buenas vistas y buen trato"
"Estimada Tamara,",Casa de la Catedral,4 de 5 burbujas,No nos dejaron modificar la reserva aunque hubiese 3 apartamentos disponibles
"Hotel con vista maravillosa. Pequeño, tranquilo, llegas a pie a la Alhambra.  Lo recomiendo. ",Hotel Arabeluj,"3,5 de 5 burbujas",Coqueto
"Nuestra estada fue perfecta, 2 días. Buenas vistas des de la habitación y des de la terraza del hotel.  A un paso de la Alhambra. Bajada a pie al centro en un momento y subida en bus. Cogimos la opción desayuno completo incluido y lo aconsejamos. En recepción muy amables y atentos. ",Hotel Arabeluj,"3,5 de 5 burbujas",Visita Granada
"Para parejas.Habitación sin ruido, colchón bueno, temperatura buena,Salón social es una terraza acristalada  sobre las vistas de Granada.Habitación con vistas a granada y parte de la alhambra.No tiene parking.Se puede ir caminando a la alhambra",Hotel Arabeluj,"3,5 de 5 burbujas",Un sitio para volver
"Estimado cliente, Muchas gracias por su opinión en TripAdvisor y por sus agradables palabras. Nos alegramos de que su estancia fuera tan satisfactoria y que le resultaran de interés las recomendaciones dadas por nuestro equipo de recepción. Será para nosotros un placer volverlo a ver cuando visite de nuevo Granada, Saludos cordiales.",Hotel Anacapri,4 de 5 burbujas,Excelente para conocer Granada
"Hotel bien situado cerca de la Alhambra, con unas vistas impresionantes de Granada. Tanto la habitación como el hotel en general muy limpio. Los trabajadores del hotel muy atentos en todo momento. El desayuno arabeluj muy completo. Comunicacion perfecta con el centro con una parada de autobus justo en frente del hotel, en menos de 10 minutos estas en el centro de granada, perfecto para no mover el coche por el centro de granada ya que es bastante complicado. ",Hotel Arabeluj,"3,5 de 5 burbujas",Buen fin de semana
"Estuve con mi mujer e hija de tres años la pasada semana durante dos noches, y ya al llegar al ver el la fachada nos encantó pero la habitación fue lo mejor. Sino olvidar al personal, tan encantador con todos nosotros y sobre todo con la pequeña!",Villa Oniria,"3,5 de 5 burbujas",Para distrutar de Granada y desconectar
Un pequeño y muy encantador pequeño hotel muy bien ubicado para conocer la ciudad de Granada.,Villa Oniria,"3,5 de 5 burbujas",Con ganas de más!
"El hotel tiene buena ubicación, habitaciones cómodas y buen tamaño, el desayuno lo peor, muy justo, básico, poca fruta, malísimo jamón, poco servicio y poco profesional. Camareros por lo general antipáticos y poco serviciales. Recepción también poco agradables, lo justo.",Villa Oniria,"3,5 de 5 burbujas",Fantástica habitación
"Elegimos este hotel porque estaba en el centro y tenía un precio razonable, que incluia spa",Villa Oniria,"3,5 de 5 burbujas",POCO AGRADABLES.
"Magnífica ubicación en calle San Antón, a unos metros del centro de Granada.",Villa Oniria,"3,5 de 5 burbujas",Encantador pequeño hotel
"Muchísimas gracias por sus buenos comentarios, nos alegra que hayan disfrutado de nuestro hotel.",Hotel Anacapri,4 de 5 burbujas,Finde Sierra Nevada
"Muchísimas gracias por sus buenos comentarios, nos hace muy feliz que nuestros clientes queden contentos con nuestras instalaciones y nuestro servicio, nos gusta que se sientan como en su propia casa.",Hotel Anacapri,4 de 5 burbujas,Excelente trato personal y muy bien ubicado
"Hola, ",Casa de la Catedral,4 de 5 burbujas,Situacion ideal
